g.nR.d	g.nR.s	l.cnt	g_entrez_emt	g_tcga_gbm	g_escSig_eed	g_escSig_esTF	g_escSig_exp1	g_escSig_exp2	g_escSig_h3k27	g_escSig_myc	g_escSig_nanog	g_escSig_nos	g_escSig_oct4	g_escSig_prc2	g_escSig_sox2	g_escSig_suz12	g_fa	g_scm_pluri	g_siR	g_entrez_Ca
9173	IL1RL1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386653	IL31	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3621	ING1	3	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
51147	ING4	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
3635	INPP5D	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3643	INSR	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
8826	IQGAP1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3667	IRS1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3680	ITGA9	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3683	ITGAL	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3685	ITGAV	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3688	ITGB1	6	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1
3689	ITGB2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3702	ITK	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
182	JAG1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3717	JAK2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3725	JUN	7	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0
3741	KCNA5	3	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
3791	KDR	7	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1
57724	KIAA1632	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9371	KIF3B	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3815	KIT	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
9314	KLF4	5	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
1316	KLF6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5650	KLK7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11202	KLK8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3821	KLRC1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3838	KPNA2	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3845	KRAS	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283455	KSR2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3895	KTN1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3916	LAMP1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
26524	LATS2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54900	LAX1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3932	LCK	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
3939	LDHA	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3956	LGALS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3958	LGALS3	5	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
3959	LGALS3BP	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9211	LGI1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3977	LIFR	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8825	LIN7A	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402176	LOC402176	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10446	LRRN2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4057	LTF	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4067	LYN	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
8379	MAD1L1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4094	MAF	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4100	MAGEA1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4129	MAOB	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4133	MAP2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6416	MAP2K4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5609	MAP2K7	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
9020	MAP3K14	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10746	MAP3K2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9064	MAP3K6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5594	MAPK1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
5602	MAPK10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5600	MAPK11	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
5603	MAPK13	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1432	MAPK14	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
225689	MAPK15	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5595	MAPK3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5598	MAPK7	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5599	MAPK8	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
5601	MAPK9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92979	9-Mar	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4139	MARK1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57787	MARK4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4176	MCM7	3	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
4193	MDM2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4194	MDM4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9833	MELK	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4221	MEN1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4223	MEOX2	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4233	MET	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4234	METTL1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4255	MGMT	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4282	MIF	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57591	MKL1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4292	MLH1	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
9757	MLL4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4324	MMP15	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
4313	MMP2	5	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1
4318	MMP9	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
4330	MN1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4342	MOS	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26002	MOXD1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4436	MSH2	5	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0
2956	MSH6	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4440	MSI1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4478	MSN	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4507	MTAP	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4595	MUTYH	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4599	MX1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4601	MXI1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4609	MYC	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4613	MYCN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85366	MYLK2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4643	MYO1E	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23522	MYST4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10135	NAMPT	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4683	NBN	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8031	NCOA4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4705	NDUFA10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51079	NDUFA13	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
152110	NEK10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79858	NEK11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4753	NELL2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10763	NES	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4763	NF1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
51701	NLK	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4829	NMBR	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4832	NME3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4837	NNMT	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4846	NOS3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4893	NRAS	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4916	NTRK3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4926	NUMA1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8650	NUMB	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8021	NUP214	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116448	OLIG1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10215	OLIG2	5	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
4974	OMG	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10956	OS9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10161	P2RY5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8505	PARG	6	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0
5079	PAX5	3	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
5080	PAX6	5	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
5111	PCNA	4	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
5155	PDGFB	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5156	PDGFRA	6	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1
5159	PDGFRB	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5164	PDK2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5170	PDPK1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
10630	PDPN	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
51230	PHF20	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55023	PHIP	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23239	PHLPP	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51050	PI15	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5287	PIK3C2B	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5290	PIK3CA	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
5295	PIK3R1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5296	PIK3R2	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
8503	PIK3R3	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5292	PIM1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5305	PIP4K2A	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79837	PIP4K2C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5585	PKN1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5324	PLAG1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5326	PLAGL2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5371	PML	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5378	PMS1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5395	PMS2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23509	POFUT1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5423	POLB	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5451	POU2F1	4	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
5465	PPARA	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5468	PPARG	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5501	PPP1CC	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84919	PPP1R15B	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5515	PPP2CA	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
5522	PPP2R2C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5528	PPP2R5D	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23532	PRAME	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5052	PRDX1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5551	PRF1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5576	PRKAR2A	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5578	PRKCA	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
5579	PRKCB1	4	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
5580	PRKCD	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5582	PRKCG	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5583	PRKCH	5	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1
5584	PRKCI	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5588	PRKCQ	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5590	PRKCZ	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
5587	PRKD1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
25865	PRKD2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5591	PRKDC	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5621	PRNP	4	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
5629	PROX1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8899	PRPF4B	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5727	PTCH1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5728	PTEN	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
2185	PTK2B	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
5764	PTN	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
8073	PTP4A2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5770	PTPN1	5	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1
5781	PTPN11	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5771	PTPN2	7	0	1	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0
80324	PUS1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
29108	PYCARD	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
9545	RAB3D	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5881	RAC3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5908	RAP1B	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65059	RAPH1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5925	RB1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5934	RBL2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5947	RBP1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9401	RECQL4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5966	REL	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5979	RET	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
387	RHOA	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
60561	RINT1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6093	ROCK1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4920	ROR2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6098	ROS1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51765	RP6-213H19.1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6117	RPA1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6146	RPL22	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6184	RPN1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6224	RPS20	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6196	RPS6KA2	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
6197	RPS6KA3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6251	RSU1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6252	RTN1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
862	RUNX1T1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6282	S100A11	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
6286	S100P	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1903	S1PR3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6383	SDC2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
23480	SEC61G	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7869	SEMA3B	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
12	SERPINA3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5054	SERPINE1	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
710	SERPING1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27352	SGSM3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6469	SHH	5	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
6497	SKI	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6502	SKP2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9990	SLC12A6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6566	SLC16A1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6505	SLC1A1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6506	SLC1A2	5	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
10165	SLC25A13	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
65012	SLC26A10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6514	SLC2A2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10991	SLC38A3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4087	SMAD2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4088	SMAD3	4	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
4089	SMAD4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6608	SMO	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23235	SNF1LK2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54861	SNRK	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6635	SNRPE	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
23161	SNX13	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9784	SNX17	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6646	SOAT1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8651	SOCS1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6656	SOX1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
6664	SOX11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9580	SOX13	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6657	SOX2	7	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0
30014	SPANXA1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728712	SPANXA2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6678	SPARC	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
8877	SPHK1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6693	SPN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6696	SPP1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
399473	SPRED3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6714	SRC	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
6722	SRF	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6717	SRI	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
6733	SRPK2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6751	SSTR1	5	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
7982	ST7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6772	STAT1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6774	STAT3	8	0	1	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1
6794	STK11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55351	STK32B	6	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0
27148	STK36	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51684	SUFU	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
6850	SYK	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
6855	SYP	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6872	TAF1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
138474	TAF1L	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6876	TAGLN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51347	TAOK3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29110	TBK1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6938	TCF12	3	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
8115	TCL1A	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7015	TERT	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
7980	TFPI2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7037	TFRC	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7048	TGFBR2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7076	TIMP1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7077	TIMP2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9777	TM9SF4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25907	TMEM158	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9168	TMSB10	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
3371	TNC	5	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
8795	TNFRSF10B	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4982	TNFRSF11B	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608	TNFRSF17	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7133	TNFRSF1B	4	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
8771	TNFRSF6B	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
